レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連複_1=2=3,3連複_1=2=4,3連複_1=2=5,3連複_1=2=6,3連複_1=3=4,3連複_1=3=5,3連複_1=3=6,3連複_1=4=5,3連複_1=4=6,3連複_1=5=6,3連複_2=3=4,3連複_2=3=5,3連複_2=3=6,3連複_2=4=5,3連複_2=4=6,3連複_2=5=6,3連複_3=4=5,3連複_3=4=6,3連複_3=5=6,3連複_4=5=6,拡連複_1=2_下限,拡連複_1=2_上限,拡連複_1=3_下限,拡連複_1=3_上限,拡連複_1=4_下限,拡連複_1=4_上限,拡連複_1=5_下限,拡連複_1=5_上限,拡連複_1=6_下限,拡連複_1=6_上限,拡連複_2=3_下限,拡連複_2=3_上限,拡連複_2=4_下限,拡連複_2=4_上限,拡連複_2=5_下限,拡連複_2=5_上限,拡連複_2=6_下限,拡連複_2=6_上限,拡連複_3=4_下限,拡連複_3=4_上限,拡連複_3=5_下限,拡連複_3=5_上限,拡連複_3=6_下限,拡連複_3=6_上限,拡連複_4=5_下限,拡連複_4=5_上限,拡連複_4=6_下限,拡連複_4=6_上限,拡連複_5=6_下限,拡連複_5=6_上限,単勝_1,単勝_2,単勝_3,単勝_4,単勝_5,単勝_6,複勝_1_下限,複勝_1_上限,複勝_2_下限,複勝_2_上限,複勝_3_下限,複勝_3_上限,複勝_4_下限,複勝_4_上限,複勝_5_下限,複勝_5_上限,複勝_6_下限,複勝_6_上限
202609112101,2026-09-11,21,01R,08:32,2026-09-11T08:22:24.459077+09:00,7.1,16.8,35.9,3.6,19.6,21.7,3.1,45.9,11.6,14.7,75.2,103.4,19.6,91.9,28.5,51.7,63.6,30.6,31.8,45.9,5.1,6.7,1.0,1.9,9.4,11.8,5.2,6.7,1.0,1.4,6.7,10.8,78.7,83.0,38.8,41.8,7.6,12.3,52.2,81.5,4.4,6.8,1.0,1.1,78.7,83.0,52.2,82.7,16.7,28.0,1.7,10.5,0.0,0.0,0.0,1.5,1.0,1.0,4.3,81.9,3.0,54.8,1.5,23.7,3.0,54.8,1.6,27.6
202609111401,2026-09-11,14,01R,08:44,2026-09-11T08:34:21.519060+09:00,5.9,5.1,4.9,40.2,5.9,6.7,67.0,4.1,60.3,46.4,24.1,50.3,0.0,67.0,150.9,0.0,33.5,120.7,603.7,201.2,1.1,1.3,3.0,5.9,1.3,1.8,2.5,3.4,5.8,11.0,3.3,6.8,1.6,2.5,3.7,5.5,21.2,43.5,5.1,9.4,26.5,45.7,0.0,0.0,3.7,4.7,24.7,44.2,27.5,45.7,1.0,4.8,0.0,9.7,9.7,0.0,1.0,2.4,3.0,9.7,0.0,0.0,1.0,1.6,1.6,4.8,0.0,0.0
202609112102,2026-09-11,21,02R,08:58,2026-09-11T08:48:15.753675+09:00,14.5,2.3,36.2,24.1,4.1,24.1,33.8,13.3,4.8,84.6,24.1,84.6,169.2,84.6,42.3,101.5,56.4,56.4,101.5,72.5,2.0,7.3,1.4,6.6,1.0,1.0,7.1,19.8,3.3,20.2,10.4,16.4,3.6,24.8,31.7,48.8,12.1,18.4,4.6,37.2,92.0,147.7,0.0,0.0,0.0,0.0,2.8,16.7,96.0,147.7,1.0,0.0,0.0,12.1,84.7,0.0,1.0,1.3,13.1,58.5,0.0,0.0,1.0,1.7,0.0,0.0,0.0,0.0
202609111402,2026-09-11,14,02R,09:10,2026-09-11T09:00:54.502388+09:00,2.6,45.9,31.9,12.0,21.6,5.2,3.5,91.8,45.9,11.6,91.8,52.5,33.4,245.0,183.7,73.5,66.8,73.5,16.3,81.6,2.5,3.6,1.1,1.2,7.6,10.6,1.5,2.1,2.0,3.1,3.7,5.8,50.2,53.7,7.6,9.5,5.6,6.5,7.6,11.0,4.0,7.1,2.0,3.1,23.3,27.2,16.8,18.0,5.7,7.2,1.0,43.8,10.9,29.2,87.7,29.2,1.1,1.4,1.7,2.4,1.3,1.7,6.0,8.6,6.0,8.6,2.2,3.1
202609112103,2026-09-11,21,03R,09:24,2026-09-11T09:14:28.305864+09:00,6.1,29.1,11.3,15.8,19.1,2.1,11.0,36.9,34.6,17.3,61.5,19.1,30.7,69.2,61.5,39.5,34.6,42.6,23.0,69.2,1.4,2.5,1.0,1.0,18.5,44.2,2.1,5.1,4.1,6.7,1.4,2.5,7.3,12.0,13.2,23.4,7.1,8.1,9.6,22.3,2.1,5.0,9.1,16.0,0.0,0.0,30.2,46.8,9.8,16.1,1.0,0.0,4.3,0.0,10.8,21.7,1.1,1.4,4.8,6.7,1.2,1.6,4.8,6.7,1.5,1.9,4.8,6.7
202609111403,2026-09-11,14,03R,09:36,2026-09-11T09:26:20.065242+09:00,6.7,25.1,14.5,22.1,12.0,4.5,7.3,23.0,69.0,18.4,20.4,11.0,16.2,36.8,78.9,36.8,21.2,26.3,8.6,78.9,14.3,16.5,1.5,2.6,6.6,10.4,2.4,7.5,13.4,16.5,2.8,5.3,23.5,36.7,6.0,18.7,14.4,16.5,9.6,12.1,1.0,1.1,1.6,2.7,0.0,0.0,11.3,18.3,3.7,12.5,4.2,6.3,2.5,12.7,6.3,3.1,1.6,3.3,4.1,9.0,1.0,1.0,2.2,4.8,2.2,4.8,2.2,4.8
202609112104,2026-09-11,21,04R,09:50,2026-09-11T09:40:23.989633+09:00,3.2,21.2,13.0,5.6,28.8,10.1,4.3,80.8,19.2,11.8,67.3,40.4,17.5,80.8,134.7,101.0,67.3,31.0,26.9,404.2,1.8,8.3,1.0,1.0,5.5,23.6,3.0,8.4,1.7,4.4,1.5,6.0,0.0,0.0,20.5,32.7,12.1,19.6,5.5,23.1,6.8,21.7,3.9,13.2,62.5,96.7,20.5,32.2,20.1,21.8,1.0,0.0,0.0,0.0,32.2,32.2,1.0,1.0,1.8,726.3,1.3,484.2,1.8,726.3,0.0,0.0,3.3,1452
202609111404,2026-09-11,14,04R,10:02,2026-09-11T09:52:18.873646+09:00,20.9,1.4,11.6,39.2,24.1,36.9,104.6,6.8,44.8,78.4,34.8,52.3,69.7,11.4,69.7,89.6,44.8,89.6,156.9,69.7,1.2,1.7,9.5,11.5,1.2,1.6,3.6,4.6,5.8,7.2,9.5,11.5,1.2,1.7,2.8,3.5,5.8,7.2,13.8,17.2,16.1,17.2,16.8,17.2,3.0,3.8,9.2,11.7,10.7,11.7,1.3,0.0,13.8,3.0,6.9,13.8,1.3,1.5,3.0,3.9,5.6,7.5,1.4,1.8,1.4,1.8,5.6,7.5
202609112105,2026-09-11,21,05R,10:20,2026-09-11T10:10:24.438708+09:00,29.9,61.7,16.6,7.1,80.7,17.7,7.0,104.9,55.2,1.6,69.9,47.6,49.9,95.3,209.8,15.4,80.7,131.1,17.7,61.7,1.9,4.4,3.4,8.6,0.0,0.0,1.9,4.9,1.0,1.2,8.8,9.8,64.5,92.2,8.4,10.0,3.7,7.1,10.9,16.5,3.6,4.1,2.8,4.8,60.2,93.3,14.9,16.6,1.7,2.9,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,3.6,12.7,5.2,18.9,10.1,37.1,1.1,3.2,1.7,5.6
202609111405,2026-09-11,14,05R,10:28,2026-09-11T10:18:22.395951+09:00,4.6,15.7,3.5,13.3,20.0,6.4,17.6,19.1,40.0,12.9,24.5,16.9,31.5,31.5,63.0,21.0,55.1,88.2,55.1,88.2,1.3,2.1,1.5,2.5,0.0,0.0,1.4,4.1,6.4,23.5,2.1,3.0,21.5,34.5,1.6,3.2,6.4,12.0,21.5,34.8,2.6,5.3,9.8,17.8,0.0,0.0,0.0,0.0,6.6,23.5,1.9,10.2,7.6,10.2,2.5,10.2,1.0,1.4,2.2,7.8,4.1,15.7,0.0,0.0,1.3,3.9,1.6,5.2
