レースコード,レース日,レース場,レース回,締切時刻,取得日時,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202609092101,2026-09-09,21,01R,08:32,2026-09-09T08:22:17.136852+09:00,3,一周,まわり足,直線,奈須 啓太,37.28,7.66,7.8,岡 暢祐,37.6,8.02,7.78,鈴木 秀茉,37.41,7.94,7.7,別府 昌樹,37.33,7.74,7.78,酒見 峻介,38.02,8.34,7.71,岡本 亜子,38.32,8.52,7.61
202609091401,2026-09-09,14,01R,08:44,2026-09-09T08:34:28.615181+09:00,3,一周,まわり足,直線,小野 生奈,37.31,6.09,7.03,水野 望美,37.47,5.77,7.26,原村 百那,38.47,6.07,7.27,深尾 巴恵,38.79,5.97,7.29,樫葉 新心,37.95,6.23,7.07,大豆生田 蒼,37.88,5.93,7.17
202609092102,2026-09-09,21,02R,08:58,2026-09-09T08:48:17.360079+09:00,3,一周,まわり足,直線,秋山 広一,37.12,7.79,7.75,屋良 龍紀,37.49,7.89,7.7,小池 公生,37.38,7.9,7.68,仲谷 颯仁,37.23,7.71,7.64,福島 陽子,37.35,7.94,7.65,山田 陽翔,38.23,8.37,7.77
202609091402,2026-09-09,14,02R,09:10,2026-09-09T09:01:02.173558+09:00,3,一周,まわり足,直線,山崎 小葉音,37.33,5.7,7.27,喜多須 杏奈,37.83,5.83,7.4,奥村 明日香,37.5,6.0,7.3,西岡 成美,37.83,6.13,7.27,今井 美亜,38.1,6.1,7.27,藤原 早菜,38.53,5.9,7.33
202609092103,2026-09-09,21,03R,09:24,2026-09-09T09:14:24.192492+09:00,3,一周,まわり足,直線,野中 一平,36.93,7.65,7.74,川上 清人,37.39,7.82,7.91,鶴本 崇文,37.79,8.09,7.77,上之 晃弘,37.42,8.08,7.73,岡 祐臣,37.27,7.79,7.69,伊藤 玲奈,37.49,7.99,7.67
202609092104,2026-09-09,21,04R,09:50,2026-09-09T09:40:26.408694+09:00,3,一周,まわり足,直線,西野 雄貴,36.48,7.71,7.61,小林 遼太,37.22,7.86,7.69,田川 大貴,37.66,8.13,7.66,宗行 治哉,37.32,7.85,7.67,長尾 萌加,37.86,7.93,7.6,中田 元泰,37.43,7.86,7.71
202609091403,2026-09-09,14,03R,09:59,2026-09-09T09:50:27.236730+09:00,3,一周,まわり足,直線,大山 千広,,5.53,7.35,加藤 奈月,,5.77,7.51,赤井 睦,,6.13,7.47,出口 舞有子,,5.83,7.47,前田 紗希,,6.1,7.23,柴田 愛梨,,5.93,7.33
202609092105,2026-09-09,21,05R,10:18,2026-09-09T10:08:23.396936+09:00,3,一周,まわり足,直線,君島 秀三,37.19,7.81,7.69,前原 哉,37.45,7.77,7.75,金子 萌,37.25,7.65,7.75,一色 凌雅,37.37,7.71,7.75,中村 楓,37.92,7.83,7.7,伊藤 喜智,37.71,7.92,7.74
202609091404,2026-09-09,14,04R,10:25,2026-09-09T10:16:21.190004+09:00,3,一周,まわり足,直線,原田 佑実,,6.03,7.13,松尾 夏海,,6.03,7.27,浜田 亜理沙,,6.27,7.3,森下 愛梨,,6.43,7.5,後藤 美翼,,5.87,7.4,福岡 泉水,,6.33,7.07
202609091101,2026-09-09,11,01R,10:38,2026-09-09T10:28:32.489221+09:00,3,一周,まわり足,直線,市川 健太,37.53,5.6,8.07,松井 貫太,37.72,6.07,7.77,金子 龍斗,38.19,5.91,7.97,坂本 一真,37.91,5.93,8.23,原田 朱理,38.07,5.77,8.2,小林 礼央,38.38,5.6,8.23
202609091301,2026-09-09,13,01R,10:41,2026-09-09T10:32:22.690554+09:00,2,一周,まわり足,,米田 隆弘,37.44,11.68,,伊藤 啓三,37.81,11.72,,河村 了,37.44,11.6,,向所 浩二,37.63,11.4,,上岡 巧汰,37.46,11.71,,富山 弘幸,37.32,11.7,
202609091701,2026-09-09,17,01R,10:46,2026-09-09T10:36:25.952345+09:00,3,一周,まわり足,直線,東 潤樹,38.43,5.91,7.23,福田 翔吾,38.62,5.95,7.28,鈴木 裕隆,38.03,5.83,7.23,柴田 友和,38.16,6.01,7.33,尾形 栄治,38.14,5.81,7.39,小黒 竜吾,37.85,5.85,7.48
202609092106,2026-09-09,21,06R,10:48,2026-09-09T10:38:21.878701+09:00,3,一周,まわり足,直線,別府 昌樹,36.68,7.61,7.74,田中 宏樹,36.87,7.74,7.67,石川 真二,36.86,7.76,7.69,冨成 謙児,37.76,8.06,7.72,津田 裕絵,37.79,8.34,7.69,藤森 陸斗,37.61,7.89,7.81
202609091405,2026-09-09,14,05R,10:51,2026-09-09T10:42:22.948619+09:00,3,一周,まわり足,直線,藤本 紗弥香,,5.6,7.37,原村 百那,,7.17,7.0,向井田 真紀,,5.73,7.3,新田 芳美,,6.0,7.4,清埜 翔子,,5.7,7.4,魚谷 香織,,5.7,7.27
202609091601,2026-09-09,16,01R,10:54,2026-09-09T10:44:22.971953+09:00,3,一周,まわり足,直線,永井 源,37.27,5.9,6.67,中嶋 達也,37.37,5.83,6.87,森 陽多,38.43,6.43,6.7,中北 涼,38.6,6.17,6.87,井上 大輔,37.93,5.9,7.0,石原 光,38.43,6.1,6.93
202609090401,2026-09-09,04,01R,10:55,2026-09-09T10:46:22.397855+09:00,3,一周,まわり足,直線,植竹 玲奈,38.34,5.89,7.73,藤田 美代,38.46,6.17,7.71,川尻 泰輔,38.37,6.19,7.77,瀧川 千依,38.57,6.34,7.74,小林 愛実,38.4,6.17,7.67,永井 聖美,38.16,6.07,7.73
202609090501,2026-09-09,05,01R,11:03,2026-09-09T10:54:25.169378+09:00,3,一周,まわり足,直線,高橋 二朗,37.15,5.91,7.03,芝田 京介,37.79,5.94,7.17,芹澤 克彦,37.79,5.64,7.23,大崎 翔,37.87,5.63,7.23,津久井 拓也,38.11,5.68,7.1,鋤柄 貴俊,37.67,5.6,7.07
202609091102,2026-09-09,11,02R,11:06,2026-09-09T10:56:28.498509+09:00,3,一周,まわり足,直線,丸山 祐也,37.65,5.93,8.2,小川 竜太朗,38.1,5.87,8.1,長谷川 晴哉,38.04,5.93,8.03,藤本 元輝,38.1,5.97,8.19,廣部 大明,38.24,5.96,8.07,大森 翼,37.62,5.93,8.03
202609091302,2026-09-09,13,02R,11:09,2026-09-09T11:01:01.646580+09:00,2,一周,まわり足,,佐々木 英樹,37.74,11.87,,出畑 孝典,38.1,11.91,,井上 尚悟,38.12,12.02,,福田 柊人,38.27,12.21,,前田 翔,37.53,12.01,,高濱 芳久,37.81,11.83,
202609091702,2026-09-09,17,02R,11:11,2026-09-09T11:01:01.646580+09:00,3,一周,まわり足,直線,正木 聖賢,38.09,5.97,7.43,大庭 元明,37.65,6.1,7.23,小宮 涼雅,38.49,6.43,7.35,八戸 琉楓,38.08,6.27,7.21,小林 京平,38.13,5.87,7.33,佐竹 友樹,38.2,5.77,7.26
202609092107,2026-09-09,21,07R,11:18,2026-09-09T11:08:23.916383+09:00,3,一周,まわり足,直線,小池 公生,36.85,7.86,7.69,岡部 大輔,37.27,8.03,7.66,仁科 さやか,38.15,8.16,7.73,鈴木 秀茉,37.5,7.93,7.69,谷川 祐一,37.44,8.07,7.68,今泉 博人,37.16,7.88,7.79
202609091406,2026-09-09,14,06R,11:21,2026-09-09T11:12:23.719424+09:00,3,一周,まわり足,直線,西澤 日花里,,6.13,7.37,平高 奈菜,,6.3,7.47,北村 寧々,,5.8,7.43,千葉 真弥,,5.83,7.4,豊田 結,,5.9,7.43,高橋 涼夏,,5.87,7.27
202609090402,2026-09-09,04,02R,11:24,2026-09-09T11:14:20.737078+09:00,3,一周,まわり足,直線,岩崎 麗子,38.67,5.81,7.68,菅野 はやか,38.84,6.34,7.73,西舘 果里,39.08,6.2,7.72,石井 裕美,38.59,6.11,7.77,平山 智加,38.58,6.19,7.63,大澤 真菜,38.86,6.07,7.83
202609091602,2026-09-09,16,02R,11:23,2026-09-09T11:14:20.737078+09:00,3,一周,まわり足,直線,木山 誠一,37.53,6.2,6.73,三嶌 さらら,37.97,5.97,6.87,古賀 智之,37.87,5.57,7.0,村岡 賢,38.1,5.9,7.0,上瀧 絢也,38.87,5.9,7.07,永田 義紘,37.99,5.93,6.87
202609090502,2026-09-09,05,02R,11:32,2026-09-09T11:22:30.608460+09:00,3,一周,まわり足,直線,伏田 裕隆,37.14,5.79,7.09,一柳 和孝,37.51,5.83,7.2,安達 裕樹,37.32,5.74,7.14,西村 豪洋,38.23,5.66,7.13,吉川 昭男,38.03,5.83,7.18,大澤 普司,37.93,5.73,7.18
202609091303,2026-09-09,13,03R,11:35,2026-09-09T11:26:28.673910+09:00,2,一周,まわり足,,藤田 浩人,37.54,11.77,,齊藤 優,37.62,11.75,,寺嶋 雄,38.75,11.88,,木山 和幸,38.01,11.96,,金田 諭,38.12,11.78,,荒川 健太,38.35,12.13,
202609091703,2026-09-09,17,03R,11:43,2026-09-09T11:34:22.878940+09:00,3,一周,まわり足,直線,杉山 貴博,37.73,5.84,7.25,堀本 和也,38.48,5.71,7.33,村上 彰一,37.69,6.04,7.26,田中 信一郎,38.5,5.92,7.39,前田 聖文,37.65,6.32,7.36,上馬場 風依,37.82,6.09,7.31
202609091103,2026-09-09,11,03R,11:45,2026-09-09T11:36:22.128643+09:00,3,一周,まわり足,直線,大原 祥昌,37.46,5.57,8.33,渡邊 雄斗,37.5,5.7,8.08,藤田 俊祐,37.93,5.8,8.1,楠 将太郎,38.3,5.83,8.03,早川 理稀,38.9,6.2,8.25,山本 幸也,38.14,5.92,8.13
202609091603,2026-09-09,16,03R,11:49,2026-09-09T11:40:27.708051+09:00,3,一周,まわり足,直線,坂井 滉哉,37.93,6.6,6.77,古川 誠之,37.73,6.1,6.9,渋谷 明憲,37.47,5.67,7.0,原 豊土,37.67,5.93,6.9,小池 哲也,37.57,5.97,6.9,渡邊 伸太郎,37.3,6.02,6.93
202609092108,2026-09-09,21,08R,11:50,2026-09-09T11:40:27.708051+09:00,3,一周,まわり足,直線,田川 大貴,36.92,7.69,7.75,下寺 秀和,37.53,7.75,7.74,池 千夏,37.78,8.03,7.75,川上 清人,37.88,7.96,7.85,常盤 海心,38.16,7.94,7.74,井手 良太,38.08,8.34,7.7
202609091407,2026-09-09,14,07R,11:51,2026-09-09T11:42:19.131800+09:00,3,一周,まわり足,直線,佐藤 ほのか,,6.4,7.07,出口 舞有子,,6.2,7.17,喜多須 杏奈,,6.27,7.27,藤原 菜希,,5.84,7.47,小野 生奈,,6.11,7.27,薗頭 心,,6.23,7.09
202609090403,2026-09-09,04,03R,11:53,2026-09-09T11:44:26.452206+09:00,3,一周,まわり足,直線,中谷 朋子,38.37,6.37,7.77,来田 衣織,39.01,6.27,7.8,真子 奈津実,39.07,6.17,7.77,門間 雄大,39.5,6.37,7.78,中村 尊,38.37,5.77,7.77,大橋 由珠,38.59,6.54,7.72
202609091304,2026-09-09,13,04R,11:59,2026-09-09T11:50:28.938515+09:00,2,一周,まわり足,,富永 夏哉人,36.8,11.51,,上村 慎太郎,38.84,11.66,,岩崎 正哉,37.78,11.89,,山田 哲也,37.66,11.69,,深水 慎一郎,37.61,11.7,,村上 功祐,36.91,11.4,
202609090503,2026-09-09,05,03R,12:01,2026-09-09T11:52:28.879439+09:00,3,一周,まわり足,直線,鈴木 章司,37.67,5.96,7.1,乙津 康志,38.22,5.87,7.43,永田 秀二,37.72,5.77,7.2,大澤 大夢,38.5,5.91,7.1,藤田 靖弘,37.91,5.44,7.47,北村 征嗣,37.6,5.82,7.03
202609091704,2026-09-09,17,04R,12:12,2026-09-09T12:02:27.866540+09:00,3,一周,まわり足,直線,齋藤 和政,38.37,6.3,7.35,森野 正弘,39.45,6.18,7.3,堂原 洋史,38.07,6.49,7.3,四宮 与寛,37.8,6.83,7.19,町田 洸希,37.31,7.09,7.17,中田 友也,37.92,6.11,7.4
202609091104,2026-09-09,11,04R,12:14,2026-09-09T12:04:24.417702+09:00,3,一周,まわり足,直線,濱野 斗馬,37.6,5.9,8.13,村松 栄太,37.87,6.07,7.9,松田 淳平,37.46,5.8,8.1,宮崎 心之介,37.46,5.74,7.93,笹木 香吾,37.54,5.87,7.9,鳥居塚 嶺王,38.02,5.8,8.13
