レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202609081001,2026-09-08,10,01R,08:32,2026-09-08T08:22:21.009905+09:00,1,0.02,2,0.11,3,0.04,4,0.51,5,0.19,6,0.16
202609081401,2026-09-08,14,01R,08:44,2026-09-08T08:34:26.413811+09:00,1,0.11,2,0.08,3,0.09,4,0.02,6,0.13,5,0.05
202609081002,2026-09-08,10,02R,08:58,2026-09-08T08:48:17.322604+09:00,1,0.06,2,0.12,3,0.1,4,0.2,5,0.09,6,0.06
202609081402,2026-09-08,14,02R,09:10,2026-09-08T09:00:35.829690+09:00,1,-0.13,2,-0.08,3,0.16,4,0.18,5,-0.04,6,-0.03
202609081003,2026-09-08,10,03R,09:24,2026-09-08T09:14:24.002426+09:00,1,0.06,2,0.02,3,0.07,4,0.09,5,0.15,6,0.23
202609081403,2026-09-08,14,03R,09:36,2026-09-08T09:26:23.068106+09:00,1,-0.04,2,0.01,3,0.21,4,0.04,5,0.11,6,0.11
202609081004,2026-09-08,10,04R,09:50,2026-09-08T09:42:21.069751+09:00,1,-0.06,2,-0.09,3,0.13,4,0.03,5,0.04,6,0.01
202609081404,2026-09-08,14,04R,10:02,2026-09-08T09:52:23.791945+09:00,1,0.29,2,0.26,3,0.21,4,0.15,5,0.18,6,0.13
202609081005,2026-09-08,10,05R,10:18,2026-09-08T10:08:20.948142+09:00,1,0.15,2,0.16,3,0.19,4,0.16,5,0.12,6,0.14
202609081405,2026-09-08,14,05R,10:28,2026-09-08T10:18:23.794421+09:00,1,0.39,2,0.38,3,0.21,4,0.2,5,0.24,6,0.32
202609081301,2026-09-08,13,01R,10:33,2026-09-08T10:24:21.589251+09:00,1,0.05,2,0.12,3,0.01,4,0.01,6,0.48,5,0.11
202609081101,2026-09-08,11,01R,10:36,2026-09-08T10:26:20.339512+09:00,1,0.18,2,0.09,3,0.08,4,0.12,6,0.11,5,0.18
202609080901,2026-09-08,09,01R,10:42,2026-09-08T10:32:28.622107+09:00,1,0.08,2,0.14,3,0.18,4,-0.14,5,-0.04,6,-0.01
202609081006,2026-09-08,10,06R,10:48,2026-09-08T10:38:24.385924+09:00,1,0.13,2,0.15,3,0.15,4,0.42,5,0.09,6,0.17
202609081601,2026-09-08,16,01R,10:53,2026-09-08T10:44:20.362951+09:00,1,0.13,2,0.05,3,0.03,4,0.04,5,0.03,6,0.04
202609080401,2026-09-08,04,01R,10:55,2026-09-08T10:46:19.633962+09:00,1,-0.21,2,-0.01,5,0.05,3,-0.1,6,-0.02,4,-0.03
202609081406,2026-09-08,14,06R,10:58,2026-09-08T10:48:25.440831+09:00,1,-0.07,2,-0.09,3,0.01,4,-0.06,5,-0.1,6,-0.15
202609081302,2026-09-08,13,02R,11:03,2026-09-08T10:54:23.301393+09:00,1,0.08,2,0.17,3,0.24,4,0.24,5,0.22,6,0.09
202609081102,2026-09-08,11,02R,11:06,2026-09-08T10:56:18.753946+09:00,1,0.04,2,-0.01,3,-0.01,4,0.09,5,0.17,6,0.15
202609080902,2026-09-08,09,02R,11:12,2026-09-08T11:02:24.493972+09:00,1,0.1,2,0.19,3,0.16,4,0.04,5,0.09,6,0.07
202609080301,2026-09-08,03,01R,11:14,2026-09-08T11:04:22.257239+09:00,1,0.04,2,0.18,3,0.08,4,0.13,5,0.21,6,0.17
202609081007,2026-09-08,10,07R,11:19,2026-09-08T11:10:26.763554+09:00,1,0.08,2,0.19,3,0.19,4,0.08,5,0.11,6,0.19
202609081602,2026-09-08,16,02R,11:22,2026-09-08T11:12:22.057432+09:00,1,0.2,2,0.03,3,0.09,4,-0.05,5,-0.06,6,-0.04
202609080402,2026-09-08,04,02R,11:24,2026-09-08T11:14:28.176425+09:00,1,-0.07,2,-0.04,3,-0.06,4,-0.04,5,-0.07,6,0.11
202609081407,2026-09-08,14,07R,11:28,2026-09-08T11:18:23.650523+09:00,1,0.05,2,0.13,3,-0.02,4,0.01,5,0.01,6,0.08
202609081303,2026-09-08,13,03R,11:33,2026-09-08T11:24:26.214651+09:00,1,0.02,2,0.28,3,-0.02,4,-0.01,5,0.02,6,0.15
202609081103,2026-09-08,11,03R,11:36,2026-09-08T11:26:25.510321+09:00,1,0.09,2,0.18,3,0.11,4,0.05,5,0.11,6,0.16
202609080302,2026-09-08,03,02R,11:41,2026-09-08T11:32:26.318778+09:00,1,0.19,2,0.15,3,0.28,4,0.08,5,0.05,6,0.14
202609080903,2026-09-08,09,03R,11:42,2026-09-08T11:32:26.318778+09:00,1,-0.04,2,0.04,3,0.21,4,-0.09,5,0.24,6,0.01
202609081603,2026-09-08,16,03R,11:49,2026-09-08T11:40:27.438734+09:00,1,0.14,5,0.07,2,0.07,3,0.04,6,-0.05,4,0.14
202609081008,2026-09-08,10,08R,11:51,2026-09-08T11:42:22.261410+09:00,1,0.11,2,0.39,3,0.19,4,0.41,5,0.2,6,-0.12
202609080403,2026-09-08,04,03R,11:53,2026-09-08T11:44:20.829692+09:00,1,0.15,2,0.18,3,0.15,4,0.14,5,0.13,6,0.17
202609081304,2026-09-08,13,04R,11:59,2026-09-08T11:50:27.052141+09:00,1,0.06,2,0.02,3,0.04,4,0.02,5,-0.04,6,0.02
202609081104,2026-09-08,11,04R,12:03,2026-09-08T11:54:21.915629+09:00,1,-0.06,2,0.02,3,0.11,4,0.09,5,-0.12,6,-0.03
202609081408,2026-09-08,14,08R,12:05,2026-09-08T11:56:26.472626+09:00,1,0.06,2,0.07,3,0.03,4,0.15,5,0.15,6,0.15
202609080303,2026-09-08,03,03R,12:08,2026-09-08T11:58:27.112140+09:00,1,-0.06,2,0.17,3,-0.03,4,0.06,5,-0.04,6,0.04
202609080904,2026-09-08,09,04R,12:13,2026-09-08T12:04:24.319647+09:00,1,0.04,2,0.15,3,0.05,4,0.13,5,0.09,6,0.16
202609081604,2026-09-08,16,04R,12:20,2026-09-08T12:10:29.978434+09:00,1,0.01,2,0.1,3,0.14,4,0.13,5,0.24,6,-0.01
202609080404,2026-09-08,04,04R,12:22,2026-09-08T12:12:25.025492+09:00,1,-0.22,4,-0.17,6,0.09,5,0.14,2,-0.21,3,-0.11
202609081009,2026-09-08,10,09R,12:25,2026-09-08T12:16:28.678797+09:00,1,0.1,2,0.22,3,0.29,4,0.01,5,0.01,6,0.15
202609081305,2026-09-08,13,05R,12:28,2026-09-08T12:18:25.950547+09:00,1,-0.05,2,-0.03,3,-0.03,4,0.01,5,-0.06,6,0.17
202609081105,2026-09-08,11,05R,12:32,2026-09-08T12:22:19.615035+09:00,1,0.21,2,0.08,3,0.03,4,0.07,5,0.04,6,0.11
202609080304,2026-09-08,03,04R,12:35,2026-09-08T12:26:29.669262+09:00,1,-0.11,2,0.18,3,-0.12,4,0.11,5,0.16,6,0.23
202609081409,2026-09-08,14,09R,12:38,2026-09-08T12:28:25.777396+09:00,1,0.16,2,0.13,3,0.09,4,0.12,5,0.21,6,0.21
202609080905,2026-09-08,09,05R,12:44,2026-09-08T12:34:24.103412+09:00,1,0.15,2,0.23,3,0.33,4,0.06,5,0.05,6,0.22
202609081605,2026-09-08,16,05R,12:50,2026-09-08T12:40:21.635350+09:00,1,0.08,2,0.02,3,0.1,4,-0.01,5,0.12,6,0.07
202609080405,2026-09-08,04,05R,12:52,2026-09-08T12:42:20.954552+09:00,1,0.13,2,0.02,3,0.21,4,0.14,5,0.02,6,0.01
202609081306,2026-09-08,13,06R,12:56,2026-09-08T12:46:21.707491+09:00,1,0.12,2,0.08,3,0.08,4,0.1,5,0.08,6,0.07
202609081010,2026-09-08,10,10R,12:58,2026-09-08T12:48:25.561721+09:00,1,0.0,2,0.05,3,0.21,4,0.07,5,0.03,6,0.16
