レースコード,レース日,レース場,レース回,締切時刻,取得日時,気象観測時刻,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃)
202609112101,2026-09-11,21,01R,08:32,2026-09-11T08:22:24.459077+09:00,0755,1.0,2,1.0,2,22.1,24.7
202609111401,2026-09-11,14,01R,08:44,2026-09-11T08:34:21.519060+09:00,0748,2.0,2,2.0,2,23.0,26.0
202609112102,2026-09-11,21,02R,08:58,2026-09-11T08:48:15.753675+09:00,0835,1.0,3,1.0,2,22.6,24.7
202609111402,2026-09-11,14,02R,09:10,2026-09-11T09:00:54.502388+09:00,0748,2.0,2,2.0,2,23.0,26.0
202609112103,2026-09-11,21,03R,09:24,2026-09-11T09:14:28.305864+09:00,0901,0.0,,1.0,2,23.1,24.7
202609111403,2026-09-11,14,03R,09:36,2026-09-11T09:26:20.065242+09:00,0848,2.0,8,2.0,2,23.0,26.0
202609112104,2026-09-11,21,04R,09:50,2026-09-11T09:40:23.989633+09:00,0927,0.0,,1.0,2,23.4,24.7
202609111404,2026-09-11,14,04R,10:02,2026-09-11T09:52:18.873646+09:00,0914,1.0,1,1.0,2,23.0,26.0
202609112105,2026-09-11,21,05R,10:20,2026-09-11T10:10:24.438708+09:00,0953,0.0,,1.0,2,23.8,24.8
202609111405,2026-09-11,14,05R,10:28,2026-09-11T10:18:22.395951+09:00,0940,1.0,2,1.0,2,23.0,26.0
202609111301,2026-09-11,13,01R,10:37,2026-09-11T10:28:22.020097+09:00,1023,4.0,3,0.0,2,25.3,24.3
202609111701,2026-09-11,17,01R,10:42,2026-09-11T10:32:26.935554+09:00,1000,2.0,2,2.0,2,25.0,25.0
202609110201,2026-09-11,02,01R,10:47,2026-09-11T10:38:23.357560+09:00,1030,0.0,,0.0,2,19.0,24.0
202609111601,2026-09-11,16,01R,10:49,2026-09-11T10:40:28.950940+09:00,0951,1.0,2,3.0,2,23.0,27.0
202609112106,2026-09-11,21,06R,10:52,2026-09-11T10:42:24.648329+09:00,1023,0.0,,1.0,2,24.8,24.8
202609111406,2026-09-11,14,06R,10:58,2026-09-11T10:48:22.606070+09:00,1032,1.0,8,1.0,2,24.0,26.0
202609111302,2026-09-11,13,02R,11:02,2026-09-11T10:52:19.189938+09:00,1040,3.0,3,0.0,2,25.6,24.3
202609110501,2026-09-11,05,01R,11:03,2026-09-11T10:54:17.573594+09:00,0950,1.0,2,2.0,3,19.0,24.0
202609111702,2026-09-11,17,02R,11:08,2026-09-11T10:58:20.977699+09:00,1000,2.0,2,2.0,2,25.0,25.0
202609110301,2026-09-11,03,01R,11:14,2026-09-11T11:04:24.522027+09:00,1100,2.0,1,5.0,3,19.0,25.0
202609110202,2026-09-11,02,02R,11:16,2026-09-11T11:06:21.897735+09:00,1050,0.0,,0.0,2,19.0,24.0
202609111602,2026-09-11,16,02R,11:15,2026-09-11T11:06:21.897735+09:00,1053,1.0,5,1.0,2,23.0,27.0
202609112107,2026-09-11,21,07R,11:22,2026-09-11T11:12:25.705853+09:00,1055,0.0,,1.0,1,25.6,24.9
202609111303,2026-09-11,13,03R,11:26,2026-09-11T11:16:30.412375+09:00,1040,3.0,3,0.0,2,25.6,24.3
202609110502,2026-09-11,05,02R,11:32,2026-09-11T11:22:31.870952+09:00,1107,0.0,,2.0,2,19.0,24.0
202609111407,2026-09-11,14,07R,11:31,2026-09-11T11:22:31.870952+09:00,1108,1.0,8,1.0,2,24.0,26.0
202609110601,2026-09-11,06,01R,11:33,2026-09-11T11:24:25.017581+09:00,0940,0.0,,0.0,3,22.0,26.0
202609111703,2026-09-11,17,03R,11:35,2026-09-11T11:26:23.545216+09:00,1111,4.0,3,4.0,2,25.0,25.0
202609110302,2026-09-11,03,02R,11:41,2026-09-11T11:32:23.386753+09:00,1100,2.0,1,5.0,3,19.0,25.0
202609111603,2026-09-11,16,03R,11:42,2026-09-11T11:32:23.386753+09:00,1119,1.0,5,1.0,2,23.0,27.0
202609110203,2026-09-11,02,03R,11:45,2026-09-11T11:36:25.402121+09:00,1119,1.0,1,1.0,2,19.0,24.0
202609111304,2026-09-11,13,04R,11:51,2026-09-11T11:42:25.091875+09:00,1105,3.0,2,0.0,2,25.5,24.3
202609112108,2026-09-11,21,08R,11:53,2026-09-11T11:44:25.183432+09:00,1125,1.0,2,1.0,1,25.5,25.1
202609110602,2026-09-11,06,02R,11:58,2026-09-11T11:48:22.903483+09:00,0940,0.0,,0.0,3,22.0,26.0
202609111704,2026-09-11,17,04R,12:00,2026-09-11T11:50:25.977192+09:00,1111,4.0,3,4.0,2,25.0,25.0
202609110503,2026-09-11,05,03R,12:01,2026-09-11T11:52:22.412842+09:00,1136,1.0,3,2.0,2,20.0,24.0
202609111408,2026-09-11,14,08R,12:05,2026-09-11T11:56:22.227859+09:00,1135,1.0,8,1.0,2,24.0,26.0
202609110303,2026-09-11,03,03R,12:08,2026-09-11T11:58:26.910643+09:00,1144,2.0,1,5.0,3,19.0,25.0
202609110204,2026-09-11,02,04R,12:14,2026-09-11T12:04:28.877013+09:00,1148,1.0,1,1.0,2,19.0,24.0
202609111604,2026-09-11,16,04R,12:13,2026-09-11T12:04:28.877013+09:00,1146,0.0,,1.0,2,24.0,27.0
202609111305,2026-09-11,13,05R,12:21,2026-09-11T12:12:19.410322+09:00,1154,4.0,3,0.0,2,26.1,24.4
202609112109,2026-09-11,21,09R,12:24,2026-09-11T12:14:21.740495+09:00,1156,2.0,8,2.0,1,25.6,25.5
202609110603,2026-09-11,06,03R,12:27,2026-09-11T12:18:28.405976+09:00,1202,0.0,,0.0,3,23.0,26.0
202609110504,2026-09-11,05,04R,12:31,2026-09-11T12:22:23.700922+09:00,1205,1.0,2,2.0,2,20.0,24.0
202609110304,2026-09-11,03,04R,12:35,2026-09-11T12:26:22.036125+09:00,1211,1.0,1,5.0,3,19.0,25.0
202609111705,2026-09-11,17,05R,12:36,2026-09-11T12:26:22.036125+09:00,1203,3.0,3,3.0,2,25.0,25.0
202609111409,2026-09-11,14,09R,12:38,2026-09-11T12:28:21.656069+09:00,1209,2.0,8,2.0,2,25.0,26.0
202609110205,2026-09-11,02,05R,12:44,2026-09-11T12:34:21.182173+09:00,1217,0.0,,0.0,2,20.0,24.0
202609111306,2026-09-11,13,06R,12:49,2026-09-11T12:40:29.167212+09:00,1224,4.0,3,0.0,2,27.0,24.4
202609111605,2026-09-11,16,05R,12:52,2026-09-11T12:42:25.190503+09:00,1216,1.0,2,1.0,2,24.0,27.0
202609110604,2026-09-11,06,04R,12:54,2026-09-11T12:44:25.123329+09:00,1231,0.0,,0.0,3,23.0,26.0
202609112110,2026-09-11,21,10R,12:59,2026-09-11T12:50:29.229367+09:00,1227,2.0,8,2.0,1,25.5,25.9
202609110305,2026-09-11,03,05R,13:02,2026-09-11T12:52:26.864415+09:00,1238,2.0,1,5.0,3,19.0,25.0
202609110505,2026-09-11,05,05R,13:01,2026-09-11T12:52:26.864415+09:00,1235,1.0,1,2.0,3,20.0,24.0
202609111706,2026-09-11,17,06R,13:08,2026-09-11T12:58:22.180701+09:00,1239,2.0,3,2.0,2,25.0,25.0
202609111410,2026-09-11,14,10R,13:09,2026-09-11T13:00:41.934531+09:00,1242,3.0,8,3.0,2,25.0,26.0
202609110206,2026-09-11,02,06R,13:14,2026-09-11T13:04:25.121708+09:00,1247,0.0,,0.0,2,20.0,24.0
202609110605,2026-09-11,06,05R,13:20,2026-09-11T13:10:27.784105+09:00,1231,0.0,,0.0,3,23.0,26.0
202609111606,2026-09-11,16,06R,13:25,2026-09-11T13:16:29.348704+09:00,1255,2.0,5,3.0,1,25.0,27.0
