レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202609131001,2026-09-13,10,01R,08:32,2026-09-13T08:22:24.462162+09:00,1,47.0,0.0,6.71,-0.5,46.0,1.0,6.72,0.0,46.5,0.5,6.79,-0.5,45.5,1.5,6.75,-0.5,47.0,0.0,6.7,0.0,49.7,0.0,6.72,-0.5
202609132101,2026-09-13,21,01R,08:44,2026-09-13T08:34:18.424815+09:00,1,52.1,0.0,6.79,0.0,52.0,0.0,6.76,0.0,50.0,0.0,6.79,0.0,48.2,0.0,6.8,-0.5,54.6,0.0,6.87,0.0,57.5,0.0,6.86,0.0
202609131002,2026-09-13,10,02R,08:58,2026-09-13T08:48:25.114143+09:00,1,52.0,0.0,6.66,0.0,53.1,0.0,6.69,0.0,54.1,0.0,6.68,-0.5,56.3,0.0,6.73,0.0,56.1,0.0,6.76,-0.5,53.6,0.0,6.78,-0.5
202609132102,2026-09-13,21,02R,09:12,2026-09-13T09:02:19.079927+09:00,1,54.8,0.0,6.77,0.0,45.5,1.5,6.73,0.0,54.0,0.0,6.76,0.0,52.2,0.0,6.81,-0.5,47.7,0.0,6.71,0.0,52.0,0.0,6.77,0.0
202609131003,2026-09-13,10,03R,09:24,2026-09-13T09:14:23.312916+09:00,1,52.4,0.0,6.71,0.0,56.5,0.0,6.83,-0.5,55.1,0.0,6.75,-0.5,51.0,1.0,6.82,-0.5,51.5,0.5,6.8,-0.5,53.6,0.0,6.83,0.0
202609132103,2026-09-13,21,03R,09:38,2026-09-13T09:28:18.539013+09:00,1,52.0,0.0,6.75,0.0,,,,,52.0,0.0,6.81,0.0,52.0,0.0,6.78,-0.5,52.0,0.0,6.77,0.0,51.0,1.0,6.85,-0.5
202609131004,2026-09-13,10,04R,09:50,2026-09-13T09:40:24.545638+09:00,1,51.0,1.0,6.68,0.0,53.6,0.0,6.66,-0.5,51.0,1.0,6.72,0.0,52.0,0.0,6.71,-0.5,52.1,0.0,6.73,-0.5,54.7,0.0,6.75,-0.5
202609132104,2026-09-13,21,04R,10:04,2026-09-13T09:54:25.791148+09:00,1,52.7,0.0,6.8,0.0,52.0,0.0,6.79,-0.5,53.5,0.0,6.82,0.0,51.5,0.5,6.82,0.0,52.0,0.0,6.81,0.0,54.0,0.0,6.81,-0.5
202609131005,2026-09-13,10,05R,10:18,2026-09-13T10:08:24.644206+09:00,1,52.2,0.0,6.75,0.0,46.5,0.5,6.77,-0.5,51.5,0.5,6.68,0.0,52.4,0.0,6.77,-0.5,52.0,0.0,6.73,0.0,52.4,0.0,6.64,2.0
202609131101,2026-09-13,11,01R,10:29,2026-09-13T10:20:21.153944+09:00,1,47.7,0.0,6.71,-0.5,54.4,0.0,6.6,0.0,51.5,0.5,6.74,0.0,60.7,0.0,6.79,0.0,54.3,0.0,6.76,-0.5,52.4,0.0,6.64,0.0
