レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202609081001,2026-09-08,10,01R,08:32,2026-09-08T08:22:21.009905+09:00,1,52.3,0.0,6.8,-0.5,52.2,0.0,6.71,0.0,51.5,0.5,6.81,-0.5,53.1,0.0,6.8,0.0,53.2,0.0,6.81,-0.5,52.0,0.0,6.8,-0.5
202609081401,2026-09-08,14,01R,08:44,2026-09-08T08:34:26.413811+09:00,1,46.5,0.5,6.8,0.0,46.5,0.5,6.96,-0.5,45.5,1.5,6.94,-0.5,53.5,0.0,6.89,0.0,47.5,0.0,6.92,0.0,48.3,0.0,6.94,-0.5
202609081002,2026-09-08,10,02R,08:58,2026-09-08T08:48:17.322604+09:00,1,52.8,0.0,6.75,-0.5,52.0,0.0,6.82,-0.5,54.4,0.0,6.82,-0.5,52.8,0.0,6.84,-0.5,52.9,0.0,6.79,-0.5,53.2,0.0,6.74,-0.5
202609081402,2026-09-08,14,02R,09:10,2026-09-08T09:00:35.829690+09:00,1,47.3,0.0,6.81,0.0,46.0,1.0,6.84,0.0,47.0,0.0,6.92,0.0,47.0,0.0,6.86,0.0,50.2,0.0,6.82,0.0,51.1,0.0,6.94,0.0
202609081003,2026-09-08,10,03R,09:24,2026-09-08T09:14:24.002426+09:00,1,52.6,0.0,6.71,0.0,58.2,0.0,6.81,-0.5,53.7,0.0,6.79,-0.5,52.0,0.0,6.77,-0.5,53.3,0.0,6.74,-0.5,57.5,0.0,6.75,-0.5
202609081403,2026-09-08,14,03R,09:36,2026-09-08T09:26:23.068106+09:00,1,47.1,0.0,6.8,0.0,46.0,1.0,6.89,0.0,47.0,0.0,6.89,0.0,47.0,0.0,6.8,0.5,47.0,0.0,6.86,0.0,47.0,0.0,6.9,0.0
202609081004,2026-09-08,10,04R,09:50,2026-09-08T09:40:26.506563+09:00,1,53.1,0.0,,-0.5,52.1,0.0,,-0.5,53.4,0.0,,-0.5,52.8,0.0,,-0.5,52.0,0.0,,-0.5,57.7,0.0,,0.0
202609081404,2026-09-08,14,04R,10:02,2026-09-08T09:52:23.791945+09:00,1,45.0,2.0,6.95,0.0,47.9,0.0,6.89,0.0,47.0,0.0,6.87,0.0,46.0,1.0,6.87,0.0,47.0,0.0,6.88,0.0,46.5,0.5,6.91,0.0
202609081005,2026-09-08,10,05R,10:18,2026-09-08T10:08:20.948142+09:00,1,52.3,0.0,6.75,0.0,53.2,0.0,6.74,-0.5,52.5,0.0,6.88,0.0,53.3,0.0,6.82,-0.5,52.1,0.0,6.8,0.0,52.3,0.0,6.77,0.0
202609081405,2026-09-08,14,05R,10:28,2026-09-08T10:18:23.794421+09:00,1,46.5,0.5,,0.0,47.0,0.0,,0.0,47.0,0.0,,0.0,46.5,0.5,,0.0,46.5,0.5,,0.0,47.1,0.0,,0.0
202609081301,2026-09-08,13,01R,10:33,2026-09-08T10:24:21.589251+09:00,1,51.5,0.5,6.91,0.0,52.9,0.0,6.99,-0.5,52.6,0.0,6.87,0.0,51.0,1.0,6.94,-0.5,51.0,1.0,6.95,0.0,54.8,0.0,7.0,0.0
202609081101,2026-09-08,11,01R,10:36,2026-09-08T10:26:20.339512+09:00,1,52.8,0.0,6.77,0.0,56.1,0.0,6.79,-0.5,53.4,0.0,6.75,0.0,54.3,0.0,6.81,0.0,52.0,0.0,6.84,0.0,52.0,0.0,6.96,0.0
202609080901,2026-09-08,09,01R,10:42,2026-09-08T10:32:28.622107+09:00,1,51.5,0.5,6.74,0.0,53.0,0.0,6.74,-0.5,52.9,0.0,6.8,0.0,54.4,0.0,6.76,0.0,54.5,0.0,6.82,-0.5,52.5,0.0,6.79,0.0
202609081006,2026-09-08,10,06R,10:48,2026-09-08T10:38:24.385924+09:00,1,52.1,0.0,6.75,0.0,51.5,0.5,6.83,-0.5,51.5,0.5,6.8,0.0,54.0,0.0,6.8,0.0,52.2,0.0,6.87,-0.5,52.8,0.0,6.82,-0.5
202609081601,2026-09-08,16,01R,10:53,2026-09-08T10:44:20.362951+09:00,1,53.1,0.0,6.9,-0.5,53.6,0.0,6.95,0.0,46.0,1.0,6.87,-0.5,52.8,0.0,6.92,-0.5,52.0,0.0,6.94,-0.5,53.8,0.0,6.96,-0.5
202609080401,2026-09-08,04,01R,10:55,2026-09-08T10:46:19.633962+09:00,1,54.6,0.0,6.91,0.0,47.1,0.0,6.83,0.0,50.2,0.0,6.82,0.0,46.0,1.0,6.79,-0.5,45.5,1.5,6.82,0.0,45.5,1.5,6.87,0.0
202609081406,2026-09-08,14,06R,10:58,2026-09-08T10:48:25.440831+09:00,1,47.0,0.0,6.75,0.5,47.0,0.0,6.83,0.0,46.0,1.0,6.87,0.0,44.0,3.0,6.9,0.0,47.4,0.0,6.93,0.0,49.5,0.0,6.85,0.0
202609081302,2026-09-08,13,02R,11:03,2026-09-08T10:54:23.301393+09:00,1,52.0,0.0,6.85,-0.5,52.0,0.0,6.86,0.0,52.8,0.0,6.89,0.0,52.7,0.0,6.83,0.0,52.4,0.0,6.93,-0.5,53.1,0.0,6.92,0.0
202609081102,2026-09-08,11,02R,11:06,2026-09-08T10:56:18.753946+09:00,1,52.2,0.0,6.71,0.0,55.4,0.0,6.82,0.0,52.1,0.0,6.8,0.0,52.2,0.0,6.76,0.0,52.2,0.0,6.73,0.0,50.5,1.5,6.77,0.5
202609080902,2026-09-08,09,02R,11:12,2026-09-08T11:02:24.493972+09:00,1,52.0,0.0,6.82,-0.5,53.3,0.0,6.82,0.0,52.0,0.0,6.83,-0.5,52.0,0.0,6.82,0.0,47.0,0.0,6.75,0.0,52.0,0.0,6.82,0.0
