レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202609071001,2026-09-07,10,01R,08:32,2026-09-07T08:22:24.463402+09:00,1,53.3,0.0,6.83,-0.5,51.5,0.5,6.81,-0.5,52.1,0.0,6.69,0.0,52.0,0.0,6.85,-0.5,55.1,0.0,6.81,-0.5,52.0,0.0,6.72,-0.5
202609071401,2026-09-07,14,01R,08:44,2026-09-07T08:34:21.176011+09:00,1,46.0,1.0,6.78,0.0,47.4,0.0,6.88,0.0,46.5,0.5,6.89,0.0,47.8,0.0,6.85,-0.5,49.6,0.0,6.97,-0.5,46.5,0.5,6.89,0.0
202609071002,2026-09-07,10,02R,08:58,2026-09-07T08:48:18.791398+09:00,1,52.8,0.0,6.83,-0.5,52.8,0.0,6.75,0.0,52.5,0.0,6.8,-0.5,52.0,0.0,6.67,0.0,53.1,0.0,6.73,-0.5,56.4,0.0,6.83,0.0
202609071402,2026-09-07,14,02R,09:10,2026-09-07T09:00:42.683267+09:00,1,45.5,1.5,6.8,-0.5,47.5,0.0,6.89,0.0,53.7,0.0,6.88,0.0,51.4,0.0,6.95,0.0,46.5,0.5,6.95,-0.5,47.0,0.0,6.89,0.0
202609071003,2026-09-07,10,03R,09:24,2026-09-07T09:14:23.559519+09:00,1,52.8,0.0,6.78,-0.5,54.0,0.0,6.71,0.0,51.5,0.5,6.7,0.0,52.6,0.0,6.81,-0.5,52.0,0.0,6.74,-0.5,53.0,0.0,6.74,-0.5
202609071403,2026-09-07,14,03R,09:36,2026-09-07T09:26:23.335248+09:00,1,47.0,0.0,6.79,0.0,47.0,0.0,6.87,0.0,46.5,0.5,6.86,0.0,47.0,0.0,6.94,0.0,47.1,0.0,6.89,0.0,51.1,0.0,6.97,0.0
202609071004,2026-09-07,10,04R,09:50,2026-09-07T09:40:24.293999+09:00,1,52.0,0.0,6.78,-0.5,53.0,0.0,6.88,-0.5,52.9,0.0,6.71,-0.5,52.0,0.0,6.78,-0.5,53.1,0.0,6.72,-0.5,52.0,0.0,6.74,-0.5
202609071404,2026-09-07,14,04R,10:02,2026-09-07T09:52:23.976344+09:00,1,47.0,0.0,6.77,0.0,44.0,3.0,6.89,0.0,46.5,0.5,6.86,-0.5,52.4,0.0,6.97,0.0,47.6,0.0,6.86,0.0,47.3,0.0,6.94,0.0
202609071005,2026-09-07,10,05R,10:18,2026-09-07T10:08:23.635630+09:00,1,53.4,0.0,6.76,-0.5,52.0,0.0,6.75,-0.5,52.2,0.0,6.69,0.0,52.3,0.0,6.72,0.0,52.4,0.0,6.76,0.0,53.8,0.0,6.82,-0.5
202609071405,2026-09-07,14,05R,10:28,2026-09-07T10:18:24.740720+09:00,1,47.0,0.0,6.86,0.0,47.0,0.0,6.77,0.0,47.0,0.0,6.89,0.0,47.0,0.0,6.9,0.0,48.3,0.0,6.87,-0.5,50.1,0.0,6.89,0.0
202609071101,2026-09-07,11,01R,10:35,2026-09-07T10:26:21.765288+09:00,1,52.1,0.0,6.75,0.0,52.0,0.0,6.64,0.0,52.0,0.0,6.76,0.5,52.0,0.0,6.85,0.0,52.0,0.0,6.74,0.0,52.0,0.0,6.66,0.0
202609071301,2026-09-07,13,01R,10:38,2026-09-07T10:28:17.635037+09:00,1,52.0,0.0,6.92,0.0,52.0,0.0,6.92,-0.5,52.0,0.0,6.95,-0.5,52.0,0.0,6.96,0.0,52.2,0.0,7.0,-0.5,53.1,0.0,6.88,0.0
