レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202609121001,2026-09-12,10,01R,08:32,2026-09-12T08:40:25.747544+09:00,2,1060,2,170,1,100,,,2-1,4180,6,1=2,290,2,1=2,170,3,2=3,250,6,1=3,110,1,2-1-3,12550,20,1=2=3,330,1
202609122101,2026-09-12,21,01R,08:44,2026-09-12T08:52:19.429546+09:00,1,120,1,100,3,160,,,1-3,240,1,1=3,320,2,1=3,120,1,1=4,250,3,3=4,450,9,1-3-4,830,3,1=3=4,490,3
202609121002,2026-09-12,10,02R,08:58,2026-09-12T09:06:20.366162+09:00,1,210,1,100,2,100,,,1-2,240,1,1=2,150,1,1=2,130,1,1=6,740,8,2=6,740,8,1-2-6,6160,20,1=2=6,1600,5
202609122102,2026-09-12,21,02R,09:10,2026-09-12T09:18:19.995089+09:00,1,150,1,100,2,300,,,1-2,1390,5,1=2,910,4,1=2,190,4,1=4,130,1,2=4,300,6,1-2-4,2240,9,1=2=4,580,3
202609121003,2026-09-12,10,03R,09:24,2026-09-12T09:32:23.296426+09:00,2,640,2,210,1,120,,,2-1,1970,8,1=2,430,2,1=2,230,3,2=5,630,9,1=5,320,4,2-1-5,12210,31,1=2=5,1370,6
202609122103,2026-09-12,21,03R,09:36,2026-09-12T09:44:21.135754+09:00,3,230,3,100,1,100,,,3-1,400,2,1=3,190,1,1=3,100,1,3=4,230,4,1=4,250,7,3-1-4,2270,9,1=3=4,910,3
202609121004,2026-09-12,10,04R,09:50,2026-09-12T10:00:40.998984+09:00,1,110,1,100,4,140,,,1-4,310,1,1=4,240,1,1=4,150,1,1=3,170,3,3=4,290,5,1-4-3,820,2,1=3=4,320,1
202609122104,2026-09-12,21,04R,10:02,2026-09-12T10:10:26.226413+09:00,1,140,1,100,3,140,,,1-3,160,1,1=3,110,1,1=3,130,1,1=2,240,5,2=3,270,6,1-3-2,980,3,1=2=3,610,4
202609121005,2026-09-12,10,05R,10:18,2026-09-12T10:28:18.660145+09:00,1,120,1,100,6,190,,,1-6,580,3,1=6,650,2,1=6,150,1,1=4,330,4,4=6,860,11,1-6-4,3140,11,1=4=6,1210,6
202609122105,2026-09-12,21,05R,10:30,2026-09-12T10:40:21.637235+09:00,1,110,1,100,5,250,,,1-5,690,4,1=5,900,4,1=5,250,4,1=2,200,2,2=5,620,10,1-5-2,3090,13,1=2=5,990,6
202609120901,2026-09-12,09,01R,10:33,2026-09-12T10:42:20.022449+09:00,1,110,1,100,2,130,,,1-2,280,1,1=2,280,2,1=2,130,1,1=3,190,3,2=3,320,6,1-2-3,660,2,1=2=3,420,2
202609121701,2026-09-12,17,01R,10:38,2026-09-12T10:46:18.602703+09:00,1,130,1,100,3,110,,,1-3,220,1,1=3,180,1,1=3,120,1,1=4,190,2,3=4,250,6,1-3-4,690,2,1=3=4,430,3
202609120801,2026-09-12,08,01R,10:39,2026-09-12T10:50:27.235969+09:00,1,120,1,110,2,250,,,1-2,310,1,1=2,270,1,1=2,140,1,1=5,160,2,2=5,390,8,1-2-5,760,1,1=2=5,450,1
202609121801,2026-09-12,18,01R,10:42,2026-09-12T10:52:20.681254+09:00,1,100,1,100,2,300,,,1-2,350,2,1=2,230,1,1=2,130,1,1=4,210,4,2=4,430,7,1-2-4,1010,2,1=2=4,520,1
202609120201,2026-09-12,02,01R,10:47,2026-09-12T10:56:22.450257+09:00,5,780,5,330,2,210,,,5-2,5280,18,2=5,2120,9,2=5,410,8,1=5,220,4,1=2,150,1,5-2-1,13470,42,1=2=5,630,2
202609121006,2026-09-12,10,06R,10:50,2026-09-12T10:58:23.132502+09:00,2,240,2,150,5,190,,,2-5,2390,9,2=5,1890,7,2=5,430,8,2=4,160,1,4=5,300,5,2-5-4,4350,18,2=4=5,420,2
202609121601,2026-09-12,16,01R,10:57,2026-09-12T11:06:23.046489+09:00,3,690,3,620,4,480,,,3-4,7120,12,3=4,4150,8,3=4,520,6,3=6,1590,11,4=6,600,8,3-4-6,42210,50,3=4=6,6100,10
202609122106,2026-09-12,21,06R,10:59,2026-09-12T11:06:23.046489+09:00,2,360,2,110,3,450,,,2-3,2210,10,2=3,1230,7,2=3,380,7,1=2,230,4,1=3,570,9,2-3-1,6550,29,1=2=3,1690,7
202609120902,2026-09-12,09,02R,11:00,2026-09-12T11:08:21.374948+09:00,1,130,1,100,2,130,,,1-2,410,2,1=2,420,2,1=2,170,3,1=5,2900,11,2=5,780,7,1-2-5,2510,9,1=2=5,1220,4
202609120501,2026-09-12,05,01R,11:03,2026-09-12T11:12:27.066963+09:00,1,130,1,120,2,120,,,1-2,270,1,1=2,190,1,1=2,150,1,1=6,1110,12,2=6,2150,14,1-2-6,6200,19,1=2=6,3710,11
202609120802,2026-09-12,08,02R,11:06,2026-09-12T11:16:22.609611+09:00,1,150,1,110,2,170,,,1-2,370,2,1=2,270,1,1=2,150,1,1=3,160,3,2=3,160,2,1-2-3,700,1,1=2=3,190,1
202609121802,2026-09-12,18,02R,11:11,2026-09-12T11:24:22.074508+09:00,2,700,2,120,4,260,,,2-4,6410,14,2=4,3000,7,2=4,320,7,1=2,160,2,1=4,120,1,2-4-1,15950,35,1=2=4,500,2
202609121702,2026-09-12,17,02R,11:15,2026-09-12T11:24:22.074508+09:00,1,100,1,140,4,370,,,1-4,410,2,1=4,740,5,1=4,220,4,1=5,110,1,4=5,200,3,1-4-5,1570,5,1=4=5,450,2
202609120202,2026-09-12,02,02R,11:16,2026-09-12T11:24:22.074508+09:00,2,140,2,100,3,130,,,2-3,300,1,2=3,190,1,2=3,120,1,2=5,440,7,3=5,440,7,2-3-5,1010,2,2=3=5,620,4
202609121007,2026-09-12,10,07R,11:20,2026-09-12T11:30:20.875124+09:00,1,180,1,100,2,110,,,1-2,330,1,1=2,250,1,1=2,130,1,1=4,620,12,2=4,510,11,1-2-4,2430,6,1=2=4,1130,6
202609121602,2026-09-12,16,02R,11:25,2026-09-12T11:34:23.350134+09:00,4,430,4,300,3,540,,,4-3,10440,18,3=4,1850,7,3=4,460,9,1=4,240,4,1=3,230,3,4-3-1,20980,48,1=3=4,1120,6
202609120903,2026-09-12,09,03R,11:27,2026-09-12T11:36:18.914075+09:00,2,150,2,140,3,250,,,2-3,450,1,2=3,320,2,2=3,240,5,2=6,260,6,3=6,130,1,2-3-6,1300,3,2=3=6,600,2
202609122107,2026-09-12,21,07R,11:29,2026-09-12T11:36:18.914075+09:00,1,140,1,110,6,160,,,1-6,1150,4,1=6,770,3,1=6,360,5,1=4,210,2,4=6,530,9,1-6-4,4260,17,1=4=6,700,2
202609120502,2026-09-12,05,02R,11:32,2026-09-12T11:42:22.559342+09:00,6,340,6,100,1,110,,,6-1,830,2,1=6,320,1,1=6,200,3,4=6,160,1,1=4,170,2,6-1-4,1420,2,1=4=6,290,1
202609120803,2026-09-12,08,03R,11:35,2026-09-12T11:44:22.903377+09:00,5,160,5,120,6,190,,,5-6,700,3,5=6,620,2,5=6,130,2,1=5,110,1,1=6,200,4,5-6-1,1240,5,1=5=6,300,2
202609120601,2026-09-12,06,01R,11:39,2026-09-12T11:46:21.273920+09:00,1,180,1,100,2,120,,,1-2,280,1,1=2,220,1,1=2,180,2,1=3,200,3,2=3,340,6,1-2-3,820,1,1=2=3,330,1
202609121703,2026-09-12,17,03R,11:44,2026-09-12T11:52:19.511628+09:00,3,510,3,380,2,230,,,3-2,2090,6,2=3,750,3,2=3,230,3,3=4,830,10,2=4,1150,12,3-2-4,13940,39,2=3=4,4490,13
202609120203,2026-09-12,02,03R,11:45,2026-09-12T11:52:19.511628+09:00,4,160,4,120,5,500,,,4-5,1330,8,4=5,1450,7,4=5,400,6,4=6,320,5,5=6,1010,14,4-5-6,2380,10,4=5=6,1170,5
202609121803,2026-09-12,18,03R,11:41,2026-09-12T11:54:27.010261+09:00,1,130,1,150,3,190,,,1-3,500,2,1=3,390,2,1=3,200,2,1=6,400,6,3=6,870,11,1-3-6,4040,14,1=3=6,2560,8
202609121008,2026-09-12,10,08R,11:51,2026-09-12T12:00:54.872146+09:00,1,250,1,100,3,100,,,1-3,830,5,1=3,640,5,1=3,200,3,1=4,170,2,3=4,290,6,1-3-4,1670,5,1=3=4,440,2
202609121603,2026-09-12,16,03R,11:55,2026-09-12T12:04:25.090494+09:00,4,680,4,590,5,330,,,4-5,1620,6,4=5,720,2,4=5,450,9,2=4,310,5,2=5,250,2,4-5-2,3340,8,2=4=5,840,4
202609120904,2026-09-12,09,04R,11:57,2026-09-12T12:06:24.019343+09:00,1,150,1,110,4,130,,,1-4,650,3,1=4,750,3,1=4,690,7,1=3,1730,8,3=4,,,1-4-3,5900,22,1=3=4,1450,8
202609122108,2026-09-12,21,08R,11:59,2026-09-12T12:06:24.019343+09:00,1,140,1,110,3,100,,,1-3,250,1,1=3,140,1,1=3,120,1,1=4,230,4,3=4,290,6,1-3-4,830,2,1=3=4,420,2
202609120503,2026-09-12,05,03R,12:01,2026-09-12T12:10:17.200926+09:00,1,230,1,100,4,250,,,1-4,610,1,1=4,590,2,1=4,280,3,1=2,520,12,2=4,460,10,1-4-2,6680,28,1=2=4,2080,12
202609120804,2026-09-12,08,04R,12:05,2026-09-12T12:14:21.865709+09:00,1,150,1,120,2,190,,,1-2,470,2,1=2,470,2,1=2,150,2,1=5,120,1,2=5,170,3,1-2-5,710,1,1=2=5,270,1
202609120602,2026-09-12,06,02R,12:08,2026-09-12T12:16:20.494532+09:00,3,320,3,100,1,100,,,3-1,1310,5,1=3,410,1,1=3,220,2,3=6,310,5,1=6,340,6,3-1-6,3180,8,1=3=6,590,1
202609121704,2026-09-12,17,04R,12:10,2026-09-12T12:18:21.907711+09:00,5,1130,5,620,4,200,,,5-4,6860,20,4=5,6460,13,4=5,640,10,5=6,1440,13,4=6,250,3,5-4-6,22760,57,4=5=6,1420,7
202609120204,2026-09-12,02,04R,12:14,2026-09-12T12:22:20.267322+09:00,2,150,2,120,3,390,,,2-3,800,4,2=3,830,3,2=3,420,4,2=5,260,3,3=5,1190,10,2-3-5,2380,7,2=3=5,780,4
202609121804,2026-09-12,18,04R,12:12,2026-09-12T12:26:20.475081+09:00,5,2610,5,190,1,100,,,5-1,3860,10,1=5,810,4,1=5,260,4,5=6,1350,13,1=6,960,11,5-1-6,21320,51,1=5=6,3390,11
202609121604,2026-09-12,16,04R,12:23,2026-09-12T12:32:18.612968+09:00,3,190,3,110,2,260,,,3-2,860,4,2=3,590,3,2=3,290,4,3=5,680,12,2=5,1080,14,3-2-5,5300,23,2=3=5,2160,11
202609121009,2026-09-12,10,09R,12:25,2026-09-12T12:32:18.612968+09:00,1,170,1,100,3,100,,,1-3,370,1,1=3,310,1,1=3,150,1,1=4,190,3,3=4,230,4,1-3-4,1050,1,1=3=4,500,1
